show_id,title,platform,genre,release_year,season_number,episode_number,episode_duration_min,pacing_score,hook_strength,dialogue_density,visual_intensity,avg_watch_percentage,pause_count,rewind_count,skip_intro,cognitive_load,attention_required,night_watch_safe,drop_off,drop_off_probability,retention_risk,dataset_version
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,1,7,7,9,high,9,68,7,3,0,7,high,0,0,0.439,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,2,7,5,4,medium,5,65,4,4,1,5,medium,0,0,0.438,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,3,7,5,4,medium,8,53,1,1,1,5,medium,0,0,0.462,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,4,7,5,5,low,5,59,2,4,1,5,medium,0,0,0.43,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,5,7,4,3,low,7,31,6,4,1,7,high,0,1,0.685,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,6,7,7,6,low,8,65,6,3,0,5,medium,0,0,0.427,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,7,7,7,4,low,6,55,1,3,1,5,medium,0,0,0.453,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,8,7,4,7,medium,9,60,3,5,0,7,high,0,0,0.465,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,9,7,5,4,medium,8,54,1,3,1,5,medium,0,0,0.457,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,10,7,4,3,high,3,28,4,0,1,9,high,0,1,0.739,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,11,7,7,7,medium,9,69,1,4,0,5,medium,0,0,0.345,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,12,7,7,3,medium,5,66,1,1,1,5,medium,0,0,0.418,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,13,7,4,8,high,8,45,3,1,0,9,high,0,0,0.578,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,14,7,4,6,medium,9,54,3,2,0,7,high,0,0,0.507,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,15,7,4,5,medium,9,43,2,2,1,7,high,0,0,0.561,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,16,7,4,5,medium,8,44,3,1,1,7,high,0,0,0.567,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,17,7,7,6,low,3,73,4,2,0,5,medium,0,0,0.372,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,18,7,5,5,high,9,45,6,2,1,7,high,0,0,0.593,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,19,7,4,8,low,5,57,5,3,0,7,high,0,0,0.483,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,20,7,7,8,medium,4,75,2,1,0,5,medium,0,0,0.312,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,21,7,5,6,low,5,61,3,1,0,5,medium,0,0,0.415,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,22,7,4,5,high,8,32,7,1,1,9,high,0,1,0.721,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,23,7,4,6,high,6,40,5,0,0,9,high,0,1,0.65,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,24,7,5,5,medium,5,59,3,0,1,5,medium,0,0,0.44,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,25,7,7,5,medium,8,58,2,4,1,5,medium,0,0,0.434,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,26,7,6,7,medium,7,67,3,3,0,5,medium,0,0,0.373,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,27,7,4,4,low,7,40,4,4,1,7,high,0,1,0.61,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,28,7,6,3,low,5,56,3,3,1,5,medium,0,0,0.483,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,29,7,6,8,medium,5,73,2,1,0,5,medium,0,0,0.322,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,30,7,5,7,high,5,56,3,0,0,7,high,0,0,0.483,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,31,7,7,8,medium,8,70,5,0,0,5,medium,0,0,0.365,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,32,7,6,4,high,9,56,3,3,1,7,high,0,0,0.528,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,33,7,5,4,high,5,51,2,3,1,7,high,0,0,0.54,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,34,7,7,5,high,4,57,2,2,1,7,high,0,0,0.499,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,35,7,4,4,high,5,30,4,1,1,9,high,0,1,0.715,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,36,7,5,7,low,5,73,1,4,0,5,medium,0,0,0.327,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,37,7,6,8,high,8,63,3,3,0,7,high,0,0,0.436,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,38,7,7,6,high,4,63,1,1,0,7,high,0,0,0.447,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,39,7,6,8,low,7,80,4,1,0,5,medium,0,0,0.31,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,40,7,6,7,medium,6,68,2,2,0,5,medium,0,0,0.359,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,41,7,7,8,low,9,71,0,2,0,5,medium,0,0,0.31,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,42,7,7,4,medium,6,48,0,2,1,5,medium,0,0,0.474,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,43,7,4,8,low,5,73,2,0,0,7,high,0,0,0.382,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,44,7,5,5,low,4,63,5,1,1,5,medium,0,0,0.442,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,45,7,5,5,high,9,44,4,4,1,7,high,0,0,0.577,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,46,7,4,8,low,5,64,7,1,0,7,high,0,0,0.472,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,47,7,7,6,high,8,57,2,5,0,7,high,0,0,0.484,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,48,7,4,8,high,4,45,10,2,0,9,high,0,1,0.648,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,49,7,5,5,high,3,51,3,0,1,7,high,0,0,0.535,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,50,7,7,8,low,5,79,3,1,0,5,medium,0,0,0.304,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,51,7,4,5,high,7,37,2,1,1,9,high,0,1,0.649,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,52,7,4,3,medium,7,36,1,4,1,7,high,0,1,0.613,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,53,7,5,4,medium,9,58,1,2,1,5,medium,0,0,0.439,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,54,7,5,8,high,9,61,4,3,0,7,high,0,0,0.456,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,55,7,5,4,high,8,40,4,1,1,7,high,0,1,0.61,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,56,7,7,4,low,7,58,0,5,1,5,medium,0,0,0.429,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,57,7,6,7,medium,3,72,1,0,0,5,medium,0,0,0.331,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,58,7,5,8,low,4,68,5,2,0,5,medium,0,0,0.374,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,59,7,6,3,low,4,49,1,1,1,5,medium,0,0,0.494,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,60,7,5,7,high,6,62,2,3,0,7,high,0,0,0.446,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,61,7,7,3,high,9,46,3,1,1,7,high,0,0,0.588,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,62,7,4,5,high,3,38,4,1,1,9,high,0,1,0.664,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,63,7,5,6,low,6,60,3,0,0,5,medium,0,0,0.42,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,64,7,4,6,low,3,41,6,1,0,7,high,0,0,0.596,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,65,7,5,7,medium,5,66,4,2,0,5,medium,0,0,0.388,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,66,7,4,7,medium,9,52,2,3,0,7,high,0,0,0.491,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,67,7,4,8,medium,9,55,2,5,0,7,high,0,0,0.462,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,68,7,5,7,high,7,62,9,0,0,7,high,0,0,0.516,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,69,7,7,3,medium,9,60,4,4,1,5,medium,0,0,0.475,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,70,7,7,7,medium,6,77,1,4,0,5,medium,0,0,0.308,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,71,7,5,5,high,6,53,8,1,1,7,high,0,0,0.577,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,72,7,6,8,medium,5,67,4,2,0,5,medium,0,0,0.368,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,73,7,5,5,medium,8,62,3,3,1,5,medium,0,0,0.426,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,74,7,6,8,medium,3,70,2,1,0,5,medium,0,0,0.335,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,75,7,5,6,low,5,73,4,2,0,5,medium,0,0,0.372,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,76,7,7,6,low,4,73,3,1,0,5,medium,0,0,0.362,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,77,7,4,6,high,5,42,5,1,0,9,high,0,1,0.641,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,78,7,4,6,medium,8,49,3,5,0,7,high,0,0,0.529,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,79,7,5,4,low,9,63,1,2,1,5,medium,0,0,0.416,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,80,7,5,4,medium,7,59,4,2,1,5,medium,0,0,0.465,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,81,7,6,5,high,6,55,4,2,1,7,high,0,0,0.527,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,82,7,4,8,medium,7,68,5,2,0,7,high,0,0,0.434,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,83,7,5,7,high,4,53,3,1,0,7,high,0,0,0.496,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,84,7,6,4,low,9,60,2,1,1,5,medium,0,0,0.44,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,85,7,7,4,low,7,57,4,2,1,5,medium,0,0,0.474,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,86,7,5,5,high,6,49,3,3,1,7,high,0,0,0.544,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,87,7,7,8,medium,4,80,1,1,0,5,medium,0,0,0.28,low,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,88,7,6,6,medium,5,67,1,2,0,5,medium,0,0,0.368,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,89,7,5,5,medium,8,64,1,1,1,5,medium,0,0,0.397,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,90,7,6,8,medium,6,75,1,4,0,5,medium,0,0,0.302,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,91,7,6,6,high,6,52,1,1,0,7,high,0,0,0.496,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,92,7,7,3,medium,3,57,4,2,1,5,medium,0,0,0.489,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,93,7,7,5,high,9,59,0,3,1,7,high,0,0,0.47,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,94,7,5,6,medium,3,62,3,0,0,5,medium,0,0,0.411,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,95,7,5,4,high,8,44,5,3,1,7,high,0,1,0.602,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,96,7,6,5,medium,3,65,0,1,1,5,medium,0,0,0.383,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,97,7,6,6,medium,5,79,1,1,0,5,medium,0,0,0.315,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,98,7,5,4,high,7,42,2,3,1,7,high,0,0,0.581,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,99,7,7,5,low,3,61,1,1,1,5,medium,0,0,0.411,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,100,7,5,4,medium,8,52,2,3,1,5,medium,0,0,0.476,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,101,7,7,8,high,6,74,2,2,0,7,high,0,0,0.377,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,102,7,4,8,medium,8,59,5,2,0,7,high,0,0,0.474,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,103,7,7,4,medium,7,57,2,3,1,5,medium,0,0,0.454,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,104,7,7,3,low,3,51,1,1,1,5,medium,0,0,0.485,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,105,7,6,5,high,5,51,3,3,1,7,high,0,0,0.535,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,106,7,7,5,low,6,63,3,2,1,5,medium,0,0,0.421,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,107,7,5,8,low,5,70,1,2,0,5,medium,0,0,0.325,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,108,7,7,4,low,7,66,2,2,1,5,medium,0,0,0.413,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,109,7,6,7,low,7,77,2,0,0,5,medium,0,0,0.319,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,110,7,4,6,low,5,48,8,3,0,7,high,0,0,0.584,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,111,7,6,7,high,9,60,3,6,0,7,high,0,0,0.465,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,112,7,6,8,low,4,72,2,0,0,5,medium,0,0,0.326,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,113,7,4,8,high,8,47,7,2,0,9,high,0,1,0.609,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,114,7,6,5,medium,8,57,2,4,1,5,medium,0,0,0.439,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,115,7,5,4,medium,6,58,1,4,1,5,medium,0,0,0.439,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,116,7,5,6,medium,5,69,1,1,0,5,medium,0,0,0.36,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,117,7,5,8,high,5,67,3,1,0,7,high,0,0,0.418,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,118,7,6,7,high,3,60,2,1,0,7,high,0,0,0.455,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,119,7,5,3,high,6,37,4,2,1,7,high,0,1,0.639,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,120,7,7,6,medium,9,77,0,5,0,5,medium,0,0,0.314,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,121,7,4,7,low,7,63,3,3,0,7,high,0,0,0.452,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,122,7,6,3,high,6,43,2,1,1,7,high,0,0,0.592,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,123,7,4,7,medium,9,58,5,4,0,7,high,0,0,0.494,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,124,7,7,5,high,5,60,2,2,1,7,high,0,0,0.485,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,125,7,4,8,low,7,56,4,6,0,7,high,0,0,0.478,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,126,7,4,7,low,7,53,5,4,0,7,high,0,0,0.516,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,127,7,5,7,low,7,64,3,7,0,5,medium,0,0,0.387,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,128,7,7,7,high,4,72,3,1,0,7,high,0,0,0.411,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,129,7,4,8,medium,9,55,7,1,0,7,high,0,0,0.512,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,130,7,6,6,medium,8,64,4,1,0,5,medium,0,0,0.412,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,131,7,5,8,medium,3,69,2,2,0,5,medium,0,0,0.34,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,132,7,5,8,high,5,59,3,0,0,7,high,0,0,0.455,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,133,6,7,7,high,8,58,3,2,0,7,high,0,0,0.474,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,134,6,7,3,medium,7,55,1,1,1,5,medium,0,0,0.467,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,135,6,6,3,high,9,41,1,6,1,7,high,0,0,0.591,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,136,6,7,3,low,4,59,1,0,1,5,medium,0,0,0.45,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,137,6,6,6,low,5,76,2,3,0,5,medium,0,0,0.338,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,138,6,5,7,high,9,59,2,5,0,7,high,0,0,0.46,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,139,6,6,7,medium,8,74,3,2,0,5,medium,0,0,0.342,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,140,6,5,7,medium,8,67,2,1,0,5,medium,0,0,0.363,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,141,6,5,4,low,4,48,4,1,1,5,medium,0,0,0.514,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,142,6,6,4,low,3,62,2,1,1,5,medium,0,0,0.431,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,143,6,4,4,high,5,28,9,3,1,9,high,0,1,0.774,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,144,6,4,5,medium,4,43,4,2,1,7,high,0,0,0.582,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,145,6,5,4,medium,4,64,4,0,1,5,medium,0,0,0.442,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,146,7,7,5,low,4,66,1,0,1,5,medium,0,0,0.388,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,147,7,6,3,low,6,50,2,5,1,5,medium,0,0,0.5,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,148,7,4,6,low,6,50,5,1,0,7,high,0,0,0.545,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,149,6,5,6,low,6,58,3,1,0,5,medium,0,0,0.429,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,150,7,7,6,low,4,66,0,1,0,5,medium,0,0,0.363,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,151,7,7,7,low,3,69,1,0,0,5,medium,0,0,0.345,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,152,7,5,7,high,8,60,4,2,0,7,high,0,0,0.475,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,153,7,4,4,low,3,45,5,1,1,7,high,0,0,0.598,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,154,7,7,8,high,5,62,6,3,0,7,high,0,0,0.471,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,155,7,6,6,low,4,65,3,1,0,5,medium,0,0,0.397,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,156,7,4,7,medium,6,59,4,0,0,7,high,0,0,0.48,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,157,7,6,7,low,6,71,1,0,0,5,medium,0,0,0.336,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,158,7,4,3,medium,9,41,3,7,1,7,high,0,1,0.611,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,159,7,7,6,low,5,67,3,1,0,5,medium,0,0,0.388,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,160,7,6,5,low,6,68,1,2,1,5,medium,0,0,0.379,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,161,7,6,4,high,3,48,5,2,1,7,high,0,0,0.584,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,162,6,7,6,low,5,69,2,1,0,5,medium,0,0,0.37,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,163,6,6,3,low,9,49,1,2,1,5,medium,0,0,0.494,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,164,6,5,4,high,3,50,3,0,1,7,high,0,0,0.555,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,165,6,5,7,low,4,68,3,2,0,5,medium,0,0,0.369,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,166,6,7,3,low,7,53,1,2,1,5,medium,0,0,0.476,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,167,6,5,8,high,5,68,5,2,0,7,high,0,0,0.434,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,168,6,6,7,medium,9,79,0,2,0,5,medium,0,0,0.289,low,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,169,6,5,6,low,4,60,3,0,0,5,medium,0,0,0.42,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,170,6,5,8,high,4,58,2,0,0,7,high,0,0,0.449,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,171,6,6,3,low,3,52,2,1,1,5,medium,0,0,0.491,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,172,6,7,4,medium,6,59,1,0,1,5,medium,0,0,0.434,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,173,6,6,5,high,5,58,1,2,1,7,high,0,0,0.484,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,174,6,4,3,medium,3,36,2,1,1,7,high,0,1,0.623,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,175,6,7,3,high,9,42,6,4,1,7,high,0,1,0.636,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,176,6,5,6,low,7,54,5,2,0,5,medium,0,0,0.467,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,177,6,7,7,high,7,68,2,2,0,7,high,0,0,0.419,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,178,6,5,4,low,3,53,0,0,1,5,medium,0,0,0.452,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,179,6,6,4,low,6,58,3,2,1,5,medium,0,0,0.459,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,180,6,4,3,medium,6,33,5,2,1,7,high,0,1,0.666,high,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,181,6,7,7,medium,4,72,3,1,0,5,medium,0,0,0.351,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,182,6,4,5,medium,6,51,2,2,1,7,high,0,0,0.525,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,183,6,6,4,medium,8,55,1,3,1,5,medium,0,0,0.453,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,184,6,6,7,high,8,69,1,1,0,7,high,0,0,0.405,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,185,6,4,6,medium,8,43,3,2,0,7,high,0,0,0.556,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,186,6,5,4,low,7,63,5,0,1,5,medium,0,0,0.456,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,187,6,5,4,low,8,57,0,6,1,5,medium,0,0,0.433,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,188,6,4,8,low,8,63,2,4,0,7,high,0,0,0.426,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,189,6,7,5,high,3,61,3,2,1,7,high,0,0,0.491,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,190,6,5,4,medium,4,58,4,1,1,5,medium,0,0,0.469,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,191,6,6,5,high,6,54,4,4,1,7,high,0,0,0.532,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,192,6,6,4,medium,6,48,1,1,1,5,medium,0,0,0.484,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,193,6,6,8,low,7,67,4,1,0,5,medium,0,0,0.368,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,194,6,4,8,medium,8,66,2,4,0,7,high,0,0,0.413,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,195,6,4,4,low,3,39,1,1,1,7,high,0,0,0.585,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,196,6,5,8,low,9,67,3,3,0,5,medium,0,0,0.358,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,197,6,5,4,medium,5,50,6,3,1,5,medium,0,0,0.525,medium,v1.0
57911,Doraemon,Netflix,Action & Adventure,1979.0,1,198,6,4,7,medium,6,58,5,0,0,7,high,0,0,0.494,medium,v1.0
